file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
sit_cross_legged\15_M170D_6_228.jpg,752.0,588.0,0.37511548,761.0,581.0,0.40840828,762.0,579.0,0.18712285,790.0,597.0,0.70282173,790.0,594.0,0.21656705,790.0,672.0,0.49589306,813.0,636.0,0.5152348,712.0,741.0,0.6464195,740.0,646.0,0.39573264,664.0,666.0,0.74660444,708.0,583.0,0.55096567,799.0,825.0,0.72353107,821.0,794.0,0.40684697,669.0,799.0,0.53413653,721.0,737.0,0.14144553,678.0,824.0,0.10523268,717.0,792.0,0.14614943,3,sit_cross_legged
sit_cross_legged\15_M170D_6_229.jpg,750.0,589.0,0.55091476,758.0,581.0,0.6316674,760.0,580.0,0.4123546,788.0,597.0,0.6118468,793.0,594.0,0.39873406,792.0,673.0,0.6976551,812.0,636.0,0.46010968,710.0,742.0,0.7132505,739.0,645.0,0.44565892,666.0,667.0,0.7785677,707.0,580.0,0.52246845,802.0,828.0,0.7949905,818.0,795.0,0.58319306,671.0,799.0,0.50244534,715.0,737.0,0.20650357,672.0,825.0,0.13450277,711.0,795.0,0.18735665,3,sit_cross_legged
sit_cross_legged\15_M170D_6_230.jpg,748.0,587.0,0.5185118,758.0,581.0,0.4478521,758.0,578.0,0.25628367,789.0,596.0,0.68056655,790.0,592.0,0.17447437,793.0,673.0,0.5703003,813.0,632.0,0.44662243,712.0,740.0,0.65024257,742.0,642.0,0.39874104,667.0,660.0,0.7546779,707.0,582.0,0.5339278,801.0,822.0,0.66153765,816.0,789.0,0.5134504,670.0,801.0,0.4620163,712.0,740.0,0.18023776,670.0,827.0,0.15088055,697.0,806.0,0.20146647,3,sit_cross_legged
sit_cross_legged\15_M170D_6_232.jpg,749.0,587.0,0.4575106,757.0,579.0,0.5261938,758.0,577.0,0.2999914,788.0,593.0,0.7896794,789.0,591.0,0.21704923,790.0,669.0,0.53037095,812.0,632.0,0.570999,712.0,737.0,0.6961851,742.0,644.0,0.41524288,666.0,657.0,0.76096654,707.0,582.0,0.517014,800.0,823.0,0.76896304,819.0,792.0,0.511605,670.0,800.0,0.5566939,713.0,737.0,0.21701567,673.0,825.0,0.15111403,704.0,800.0,0.24087048,3,sit_cross_legged
sit_cross_legged\15_M170D_6_233.jpg,748.0,586.0,0.5884001,756.0,578.0,0.4286185,758.0,576.0,0.3681272,785.0,592.0,0.79132754,790.0,590.0,0.29214033,792.0,670.0,0.5936713,810.0,629.0,0.6315148,713.0,736.0,0.7121823,740.0,642.0,0.45570186,666.0,658.0,0.80562556,703.0,580.0,0.5491399,801.0,824.0,0.7843015,814.0,791.0,0.5825023,669.0,800.0,0.6214459,712.0,737.0,0.24517226,673.0,825.0,0.17225896,704.0,799.0,0.28602645,3,sit_cross_legged
sit_cross_legged\15_M170D_6_234.jpg,747.0,587.0,0.5750031,756.0,579.0,0.48919973,757.0,578.0,0.35335082,785.0,593.0,0.6997473,790.0,591.0,0.33730957,792.0,668.0,0.5559363,806.0,628.0,0.63389593,712.0,736.0,0.6797111,738.0,643.0,0.47823155,665.0,658.0,0.7882001,702.0,579.0,0.44696105,801.0,825.0,0.7734162,814.0,792.0,0.57186663,670.0,801.0,0.5800776,712.0,738.0,0.25496355,669.0,829.0,0.16228692,696.0,803.0,0.27019483,3,sit_cross_legged
sit_cross_legged\15_M170D_6_236.jpg,748.0,584.0,0.5614882,757.0,577.0,0.42090347,760.0,577.0,0.31861612,785.0,592.0,0.80854285,789.0,590.0,0.31396142,794.0,666.0,0.62079537,807.0,630.0,0.53372514,712.0,735.0,0.7085376,738.0,645.0,0.46668255,664.0,659.0,0.72834903,701.0,579.0,0.52200115,800.0,823.0,0.79004854,813.0,788.0,0.5935092,670.0,801.0,0.68028975,714.0,735.0,0.25176656,675.0,824.0,0.14235464,716.0,788.0,0.26103383,3,sit_cross_legged
sit_cross_legged\15_M170D_6_237.jpg,748.0,586.0,0.58282924,756.0,577.0,0.48788106,758.0,576.0,0.47427323,786.0,591.0,0.70291007,791.0,589.0,0.43289176,791.0,666.0,0.5782206,810.0,629.0,0.54608756,715.0,734.0,0.6741342,737.0,643.0,0.5285728,661.0,655.0,0.74039125,701.0,586.0,0.52288353,800.0,823.0,0.7960484,816.0,791.0,0.5908643,668.0,802.0,0.589226,714.0,736.0,0.2580627,672.0,829.0,0.17098159,718.0,790.0,0.22186671,3,sit_cross_legged
sit_cross_legged\15_M170D_8_174.jpg,1203.0,787.0,0.44137585,1210.0,782.0,0.64401114,1200.0,779.0,0.48143083,1212.0,745.0,0.41893333,1176.0,743.0,0.62984127,1215.0,708.0,0.5226302,1125.0,741.0,0.7342809,1197.0,765.0,0.36833006,1096.0,848.0,0.65041006,1199.0,804.0,0.4122683,1147.0,917.0,0.5883076,1103.0,729.0,0.47308126,1047.0,733.0,0.6077423,1171.0,858.0,0.7061196,1160.0,870.0,0.3213657,1105.0,857.0,0.16503307,1038.0,839.0,0.63654137,3,sit_cross_legged
sit_cross_legged\15_M170D_8_175.jpg,1199.0,781.0,0.6100158,1207.0,775.0,0.65981954,1196.0,773.0,0.5810385,1214.0,735.0,0.41760147,1174.0,736.0,0.50372183,1212.0,700.0,0.5120798,1124.0,737.0,0.8041059,1189.0,762.0,0.3564402,1099.0,841.0,0.49450073,1194.0,801.0,0.5576882,1155.0,912.0,0.6107458,1116.0,732.0,0.56165844,1054.0,738.0,0.63537616,1173.0,857.0,0.41784072,1106.0,865.0,0.2442164,1104.0,850.0,0.15692699,1039.0,836.0,0.6105408,3,sit_cross_legged
sit_cross_legged\15_M170D_8_198.jpg,1126.0,636.0,0.7362925,1138.0,620.0,0.8720512,1113.0,621.0,0.8217591,1152.0,613.0,0.8500553,1093.0,613.0,0.5989125,1180.0,652.0,0.9066899,1065.0,657.0,0.9197085,1185.0,725.0,0.85890484,1075.0,756.0,0.6526092,1195.0,803.0,0.8241478,1121.0,847.0,0.8802859,1148.0,762.0,0.841122,1085.0,763.0,0.8551494,1172.0,816.0,0.69033283,1026.0,781.0,0.828447,1061.0,833.0,0.8554176,1129.0,870.0,0.25998536,3,sit_cross_legged
sit_cross_legged\15_M170D_8_199.jpg,1124.0,631.0,0.8322156,1136.0,615.0,0.80314374,1110.0,617.0,0.8829267,1151.0,608.0,0.7978664,1092.0,611.0,0.886468,1178.0,648.0,0.80910194,1064.0,655.0,0.90715563,1185.0,724.0,0.8573657,1076.0,753.0,0.6867819,1195.0,804.0,0.7454792,1122.0,842.0,0.6368593,1149.0,761.0,0.83510065,1083.0,763.0,0.8200494,1175.0,814.0,0.6148847,1029.0,788.0,0.62835675,1061.0,834.0,0.82646596,1148.0,874.0,0.3462358,3,sit_cross_legged
sit_cross_legged\15_M170D_8_223.jpg,1105.0,619.0,0.5041797,1113.0,603.0,0.71590686,1088.0,611.0,0.806663,1134.0,593.0,0.85197574,1077.0,614.0,0.35247105,1172.0,650.0,0.5594379,1063.0,661.0,0.73857677,1229.0,719.0,0.422495,1042.0,750.0,0.50798535,1242.0,713.0,0.5460286,1022.0,740.0,0.42001772,1149.0,778.0,0.77572536,1081.0,777.0,0.8013995,1198.0,841.0,0.66938865,1034.0,816.0,0.48036477,1071.0,849.0,0.5261283,1148.0,884.0,0.55388874,3,sit_cross_legged
sit_cross_legged\15_M170D_8_224.jpg,1104.0,620.0,0.66508937,1113.0,604.0,0.5130402,1088.0,612.0,0.61194146,1134.0,595.0,0.73408556,1077.0,615.0,0.5855489,1173.0,652.0,0.769871,1064.0,662.0,0.7059167,1236.0,725.0,0.42767555,1042.0,757.0,0.5010619,1240.0,705.0,0.48167676,1017.0,730.0,0.6523621,1150.0,780.0,0.7644385,1081.0,779.0,0.78580415,1198.0,840.0,0.71467495,1035.0,815.0,0.455166,1069.0,849.0,0.49795735,1147.0,882.0,0.55807936,3,sit_cross_legged
sit_cross_legged\15_M170D_8_225.jpg,1102.0,621.0,0.54934967,1111.0,604.0,0.7793127,1087.0,613.0,0.58591807,1130.0,595.0,0.74637985,1076.0,617.0,0.72290146,1175.0,649.0,0.693051,1059.0,661.0,0.88584685,1241.0,725.0,0.66824085,1038.0,762.0,0.7518152,1240.0,705.0,0.41611344,1019.0,733.0,0.7940698,1149.0,779.0,0.71886003,1081.0,778.0,0.88381225,1199.0,840.0,0.9001084,1031.0,816.0,0.6635201,1071.0,847.0,0.6929616,1147.0,881.0,0.7678671,3,sit_cross_legged
sit_cross_legged\15_M170D_8_226.jpg,1101.0,623.0,0.5301025,1110.0,605.0,0.5467889,1085.0,614.0,0.63441485,1129.0,596.0,0.685548,1074.0,617.0,0.6871807,1175.0,651.0,0.7202252,1060.0,663.0,0.8498274,1240.0,722.0,0.7142524,1037.0,763.0,0.61495435,1236.0,699.0,0.5654628,1015.0,731.0,0.6567683,1149.0,780.0,0.6588649,1082.0,779.0,0.82532215,1198.0,840.0,0.82955855,1031.0,815.0,0.49021435,1070.0,849.0,0.62677264,1149.0,883.0,0.587739,3,sit_cross_legged
sit_cross_legged\15_M170D_8_228.jpg,1098.0,626.0,0.5773788,1106.0,610.0,0.4625496,1081.0,619.0,0.7175141,1128.0,598.0,0.6782526,1070.0,620.0,0.3212238,1172.0,653.0,0.8062473,1058.0,665.0,0.7016517,1244.0,720.0,0.6762969,1030.0,761.0,0.66363394,1232.0,689.0,0.45891643,1010.0,725.0,0.5668896,1150.0,783.0,0.814628,1082.0,780.0,0.7830039,1201.0,840.0,0.7974039,1031.0,816.0,0.37433788,1070.0,851.0,0.5220197,1156.0,887.0,0.31457976,3,sit_cross_legged
sit_cross_legged\15_M170D_8_229.jpg,1095.0,628.0,0.48037314,1104.0,612.0,0.47368833,1081.0,619.0,0.55764496,1124.0,600.0,0.7760941,1069.0,620.0,0.5115546,1170.0,653.0,0.7313411,1058.0,667.0,0.57756627,1246.0,716.0,0.63947237,1029.0,764.0,0.6186296,1231.0,685.0,0.5573773,1006.0,726.0,0.5709259,1149.0,782.0,0.7321452,1080.0,780.0,0.7450801,1200.0,840.0,0.736581,1032.0,817.0,0.3900999,1065.0,852.0,0.52430135,1152.0,884.0,0.29300424,3,sit_cross_legged
sit_cross_legged\15_M170D_8_231.jpg,1093.0,629.0,0.5084468,1101.0,613.0,0.46939713,1079.0,621.0,0.5570951,1121.0,601.0,0.7506212,1068.0,621.0,0.51977384,1169.0,650.0,0.60464954,1055.0,666.0,0.6942822,1245.0,713.0,0.6400741,1027.0,766.0,0.71499753,1231.0,685.0,0.51423836,1005.0,725.0,0.72615457,1151.0,780.0,0.7816015,1081.0,779.0,0.7930211,1199.0,841.0,0.78663015,1029.0,819.0,0.4431184,1070.0,848.0,0.5441328,1153.0,884.0,0.47781664,3,sit_cross_legged
sit_cross_legged\15_M170D_8_232.jpg,1092.0,630.0,0.718981,1100.0,615.0,0.6862894,1078.0,621.0,0.5353353,1121.0,603.0,0.567832,1067.0,622.0,0.5862775,1167.0,652.0,0.7189182,1056.0,667.0,0.5813967,1243.0,711.0,0.69168377,1026.0,763.0,0.6635146,1230.0,678.0,0.5590615,1003.0,725.0,0.62953156,1149.0,782.0,0.7964051,1081.0,780.0,0.6893419,1200.0,839.0,0.75983983,1033.0,820.0,0.32722723,1062.0,849.0,0.42027408,1157.0,885.0,0.29527673,3,sit_cross_legged
sit_cross_legged\15_M170D_8_233.jpg,1092.0,631.0,0.68321466,1099.0,615.0,0.5698807,1077.0,622.0,0.6159681,1120.0,602.0,0.83584327,1066.0,623.0,0.62308204,1168.0,651.0,0.71257627,1055.0,667.0,0.63076127,1245.0,711.0,0.78429675,1026.0,765.0,0.63285905,1231.0,681.0,0.5943866,1004.0,729.0,0.542322,1150.0,781.0,0.64626515,1082.0,781.0,0.8062178,1199.0,840.0,0.7749213,1030.0,820.0,0.42176974,1066.0,851.0,0.5198333,1151.0,883.0,0.58812106,3,sit_cross_legged
sit_cross_legged\15_M170D_8_234.jpg,1091.0,631.0,0.7271204,1099.0,614.0,0.70752835,1076.0,621.0,0.7243362,1120.0,601.0,0.84572065,1065.0,622.0,0.5016216,1166.0,650.0,0.6920645,1054.0,667.0,0.7463511,1245.0,710.0,0.74190956,1026.0,765.0,0.65159327,1230.0,681.0,0.56079596,1004.0,729.0,0.60863245,1151.0,781.0,0.83879447,1082.0,780.0,0.7998999,1199.0,840.0,0.770108,1029.0,819.0,0.46536872,1065.0,850.0,0.5347308,1152.0,884.0,0.5059643,3,sit_cross_legged
sit_cross_legged\15_M170D_8_235.jpg,1090.0,630.0,0.70874476,1097.0,615.0,0.5857076,1075.0,621.0,0.5422494,1118.0,603.0,0.5933174,1064.0,622.0,0.59448534,1165.0,651.0,0.7545894,1055.0,666.0,0.5728414,1243.0,709.0,0.71965814,1024.0,762.0,0.58925223,1233.0,679.0,0.62266743,1003.0,729.0,0.55265117,1149.0,780.0,0.6199301,1081.0,779.0,0.7813214,1198.0,839.0,0.7736701,1030.0,819.0,0.4444062,1063.0,852.0,0.511237,1152.0,884.0,0.4390555,3,sit_cross_legged
sit_cross_legged\15_M170D_8_236.jpg,1090.0,630.0,0.71872723,1098.0,614.0,0.7240299,1075.0,621.0,0.775782,1120.0,603.0,0.65886664,1063.0,623.0,0.52003884,1164.0,651.0,0.6398059,1055.0,667.0,0.64214426,1241.0,708.0,0.6373733,1026.0,763.0,0.60337055,1231.0,682.0,0.6005541,1004.0,731.0,0.5416324,1149.0,782.0,0.8054597,1081.0,780.0,0.73646647,1200.0,839.0,0.78142965,1029.0,819.0,0.37348035,1063.0,853.0,0.48874855,1150.0,883.0,0.44807306,3,sit_cross_legged
sit_cross_legged\15_M170D_8_237.jpg,1089.0,631.0,0.7115344,1097.0,615.0,0.6195083,1074.0,622.0,0.7010233,1118.0,601.0,0.8591085,1063.0,622.0,0.49205747,1164.0,651.0,0.64490354,1054.0,667.0,0.6750294,1243.0,709.0,0.7001468,1026.0,763.0,0.5463034,1234.0,684.0,0.56612563,1005.0,733.0,0.64966035,1149.0,779.0,0.61660147,1081.0,779.0,0.77497476,1198.0,840.0,0.79804695,1030.0,818.0,0.43540278,1065.0,852.0,0.5176085,1150.0,881.0,0.49390367,3,sit_cross_legged
sit_on_chair\59_M160B_1_151.jpg,844.0,615.0,0.80414826,854.0,604.0,0.68575245,838.0,602.0,0.7564899,875.0,593.0,0.86377555,832.0,592.0,0.5365696,904.0,614.0,0.80761594,815.0,620.0,0.87723744,939.0,678.0,0.93516743,806.0,690.0,0.91555226,901.0,731.0,0.91390777,824.0,746.0,0.86510897,898.0,679.0,0.81965184,844.0,680.0,0.8960137,896.0,753.0,0.841828,827.0,755.0,0.7663866,888.0,809.0,0.77325445,837.0,806.0,0.5401044,4,sit_on_chair
sit_on_chair\59_M160B_1_152.jpg,845.0,611.0,0.5916659,855.0,599.0,0.8536059,837.0,599.0,0.7410273,875.0,588.0,0.8389404,832.0,589.0,0.632113,904.0,612.0,0.8649416,815.0,617.0,0.8181975,937.0,677.0,0.9123808,807.0,688.0,0.97048336,900.0,731.0,0.88132393,824.0,742.0,0.81752527,898.0,679.0,0.8465588,844.0,679.0,0.8937376,896.0,752.0,0.8528067,826.0,752.0,0.79326034,888.0,812.0,0.78244674,836.0,808.0,0.7177061,4,sit_on_chair
sit_on_chair\59_M160B_1_154.jpg,848.0,602.0,0.8475323,858.0,590.0,0.73743844,840.0,589.0,0.8489721,875.0,580.0,0.8203455,834.0,582.0,0.6542933,906.0,609.0,0.9161258,817.0,612.0,0.9008151,933.0,674.0,0.9098743,808.0,682.0,0.9478289,900.0,730.0,0.90270966,823.0,739.0,0.90147066,898.0,678.0,0.81943697,844.0,678.0,0.84253913,897.0,752.0,0.8481443,826.0,752.0,0.66922826,888.0,811.0,0.6199291,837.0,805.0,0.69981533,4,sit_on_chair
sit_on_chair\59_M160B_1_155.jpg,849.0,597.0,0.8102359,858.0,585.0,0.89198995,840.0,585.0,0.8868417,877.0,577.0,0.68266135,835.0,579.0,0.6616206,907.0,607.0,0.9241073,817.0,610.0,0.9106234,934.0,674.0,0.9731617,809.0,680.0,0.94167507,902.0,730.0,0.9163277,823.0,737.0,0.91615784,898.0,679.0,0.83635664,844.0,679.0,0.9054746,900.0,753.0,0.8031723,827.0,748.0,0.55736744,887.0,819.0,0.6896888,839.0,808.0,0.78639174,4,sit_on_chair
sit_on_chair\59_M160B_1_156.jpg,848.0,594.0,0.83096886,858.0,582.0,0.77863556,840.0,582.0,0.8582129,877.0,575.0,0.8621889,836.0,577.0,0.6011822,908.0,607.0,0.9426142,816.0,610.0,0.902907,934.0,674.0,0.92871785,809.0,679.0,0.92414826,902.0,730.0,0.9373526,822.0,735.0,0.91657394,899.0,679.0,0.88068736,844.0,679.0,0.88124126,899.0,754.0,0.9129514,825.0,750.0,0.711895,887.0,818.0,0.60754263,838.0,809.0,0.7623078,4,sit_on_chair
sit_on_chair\59_M160B_1_158.jpg,851.0,587.0,0.8174165,862.0,576.0,0.68965584,843.0,575.0,0.661083,879.0,570.0,0.74463403,836.0,570.0,0.66355073,908.0,604.0,0.92607003,817.0,608.0,0.9278905,932.0,674.0,0.8880155,809.0,677.0,0.96289754,904.0,730.0,0.92110366,820.0,733.0,0.92003787,899.0,680.0,0.88506943,844.0,680.0,0.9157634,900.0,753.0,0.8316297,823.0,747.0,0.82824224,886.0,820.0,0.8450564,840.0,809.0,0.79874694,4,sit_on_chair
sit_on_chair\59_M160B_1_159.jpg,852.0,583.0,0.65354645,862.0,572.0,0.7752354,844.0,571.0,0.8841571,879.0,567.0,0.81818795,837.0,567.0,0.44331175,908.0,603.0,0.89773756,818.0,605.0,0.8278536,932.0,673.0,0.9444121,809.0,676.0,0.97050506,903.0,729.0,0.8846816,821.0,732.0,0.922266,898.0,680.0,0.9055243,844.0,680.0,0.91771793,900.0,751.0,0.90855336,825.0,749.0,0.77476287,887.0,818.0,0.5701393,840.0,810.0,0.9180318,4,sit_on_chair
sit_on_chair\59_M160B_1_162.jpg,854.0,574.0,0.8533648,864.0,563.0,0.83647907,846.0,562.0,0.7247695,882.0,561.0,0.7085419,839.0,560.0,0.63580763,909.0,600.0,0.9037942,819.0,602.0,0.94995385,929.0,671.0,0.9305357,810.0,673.0,0.96515346,903.0,728.0,0.9314121,820.0,730.0,0.8948753,897.0,679.0,0.9031766,843.0,679.0,0.9167746,899.0,751.0,0.8486071,825.0,747.0,0.79823416,887.0,817.0,0.66441613,840.0,811.0,0.93032354,4,sit_on_chair
sit_on_chair\59_M160B_1_164.jpg,855.0,569.0,0.7261888,866.0,557.0,0.6673243,847.0,557.0,0.7325748,882.0,556.0,0.71841896,839.0,555.0,0.60313284,909.0,596.0,0.8477596,820.0,599.0,0.9543153,927.0,668.0,0.8621483,812.0,672.0,0.961405,904.0,726.0,0.8494309,820.0,727.0,0.9147569,897.0,678.0,0.84421945,844.0,678.0,0.9123242,900.0,748.0,0.84944093,825.0,745.0,0.74079114,888.0,818.0,0.889017,840.0,813.0,0.9194137,4,sit_on_chair
sit_on_chair\59_M160B_1_165.jpg,857.0,565.0,0.76603335,867.0,554.0,0.7145161,849.0,553.0,0.89636827,883.0,553.0,0.72590446,840.0,552.0,0.7653532,911.0,594.0,0.8737152,820.0,597.0,0.9474899,925.0,668.0,0.88826734,813.0,670.0,0.94114375,905.0,726.0,0.8579557,820.0,727.0,0.9155116,897.0,678.0,0.86903715,844.0,678.0,0.91358054,900.0,749.0,0.8674134,824.0,746.0,0.7362931,888.0,818.0,0.8797894,839.0,813.0,0.9190107,4,sit_on_chair
sit_on_chair\59_M160B_1_166.jpg,857.0,563.0,0.8164502,867.0,551.0,0.87780243,849.0,551.0,0.901135,884.0,552.0,0.7537525,842.0,551.0,0.57245135,911.0,594.0,0.88773847,821.0,597.0,0.9266102,924.0,667.0,0.8858064,814.0,669.0,0.95137364,905.0,725.0,0.88257444,820.0,725.0,0.92183733,898.0,678.0,0.8758531,844.0,677.0,0.8506776,901.0,747.0,0.83459264,825.0,744.0,0.6640569,888.0,817.0,0.9000371,840.0,812.0,0.922246,4,sit_on_chair
sit_on_chair\59_M160B_1_167.jpg,858.0,559.0,0.6092036,869.0,548.0,0.70917964,851.0,548.0,0.8529395,883.0,549.0,0.83334005,841.0,548.0,0.68397,911.0,592.0,0.8757609,822.0,595.0,0.88663214,923.0,666.0,0.9606585,816.0,667.0,0.94449866,906.0,725.0,0.86386657,821.0,724.0,0.8517131,897.0,679.0,0.8467635,844.0,679.0,0.87908006,901.0,753.0,0.8626371,821.0,746.0,0.7897163,887.0,821.0,0.89523745,841.0,814.0,0.95314753,4,sit_on_chair
sit_on_chair\59_M160B_1_168.jpg,859.0,556.0,0.8574038,869.0,545.0,0.8939099,851.0,545.0,0.8349209,884.0,546.0,0.9095772,843.0,545.0,0.83701205,912.0,590.0,0.8683553,821.0,594.0,0.9587185,922.0,665.0,0.9377421,816.0,666.0,0.93578625,906.0,725.0,0.83489317,819.0,723.0,0.9274384,897.0,679.0,0.88168025,844.0,678.0,0.8816869,901.0,751.0,0.84326947,823.0,746.0,0.66388327,887.0,822.0,0.8144206,841.0,813.0,0.944909,4,sit_on_chair
sit_on_chair\59_M160B_1_169.jpg,861.0,554.0,0.83822656,870.0,543.0,0.76420563,852.0,543.0,0.9211372,885.0,543.0,0.86620337,844.0,543.0,0.7672359,913.0,590.0,0.9167173,823.0,592.0,0.9230887,922.0,664.0,0.8979913,818.0,664.0,0.8909458,907.0,724.0,0.8823604,821.0,722.0,0.8316268,896.0,680.0,0.89382756,844.0,679.0,0.9067331,903.0,752.0,0.82049364,821.0,746.0,0.813653,888.0,821.0,0.8836071,842.0,814.0,0.9586131,4,sit_on_chair
sit_on_chair\59_M160B_1_171.jpg,861.0,550.0,0.88426536,871.0,539.0,0.8482182,853.0,539.0,0.66589236,887.0,540.0,0.84228885,846.0,540.0,0.8482214,914.0,588.0,0.9277181,824.0,589.0,0.9559848,921.0,662.0,0.79703295,818.0,661.0,0.91108644,907.0,722.0,0.8545371,820.0,720.0,0.8265984,896.0,679.0,0.86637557,845.0,677.0,0.88837874,902.0,752.0,0.8134941,821.0,744.0,0.79291797,887.0,821.0,0.82442296,841.0,815.0,0.9537939,4,sit_on_chair
sit_on_chair\59_M160B_1_173.jpg,863.0,546.0,0.81290734,873.0,535.0,0.73258317,855.0,535.0,0.57618785,888.0,536.0,0.8793849,847.0,536.0,0.7878066,915.0,584.0,0.9169127,825.0,586.0,0.9476212,920.0,659.0,0.933849,819.0,659.0,0.9254659,906.0,718.0,0.94510925,821.0,717.0,0.8812574,896.0,678.0,0.88249916,845.0,676.0,0.9000952,901.0,749.0,0.7948122,822.0,742.0,0.7772794,888.0,820.0,0.88403976,842.0,814.0,0.954013,4,sit_on_chair
sit_on_chair\59_M160B_1_174.jpg,863.0,544.0,0.8195646,873.0,534.0,0.73056686,855.0,534.0,0.61456466,889.0,535.0,0.8788068,847.0,535.0,0.7563595,915.0,584.0,0.9181299,826.0,585.0,0.89938456,919.0,658.0,0.889967,820.0,658.0,0.94450516,904.0,718.0,0.92550814,821.0,715.0,0.88102436,896.0,678.0,0.8645984,845.0,676.0,0.8717346,899.0,748.0,0.78937125,822.0,741.0,0.78788686,887.0,819.0,0.8538621,841.0,814.0,0.91306883,4,sit_on_chair
sit_on_chair\59_M160B_1_175.jpg,864.0,543.0,0.63275254,874.0,532.0,0.8887896,856.0,533.0,0.9300391,890.0,535.0,0.7316792,850.0,535.0,0.75925636,916.0,583.0,0.9312848,827.0,585.0,0.957644,920.0,657.0,0.87055355,820.0,656.0,0.8682079,903.0,718.0,0.86243296,822.0,716.0,0.9133749,896.0,681.0,0.88171613,845.0,678.0,0.8357597,899.0,749.0,0.73989576,825.0,742.0,0.6570904,887.0,817.0,0.8626864,840.0,813.0,0.90071374,4,sit_on_chair
sit_on_chair\59_M160B_1_177.jpg,865.0,540.0,0.5130148,874.0,530.0,0.83290106,857.0,530.0,0.88002276,890.0,532.0,0.9134546,851.0,533.0,0.6174531,917.0,582.0,0.9107553,827.0,583.0,0.95237184,920.0,655.0,0.8833105,821.0,655.0,0.8087115,903.0,716.0,0.75636697,824.0,713.0,0.80243844,897.0,679.0,0.90210557,845.0,677.0,0.8760254,898.0,748.0,0.7393495,825.0,744.0,0.53897834,887.0,818.0,0.9077547,841.0,812.0,0.8866061,4,sit_on_chair
sit_on_chair\59_M160B_1_179.jpg,866.0,537.0,0.632056,876.0,528.0,0.84844357,858.0,529.0,0.91954756,892.0,531.0,0.74640703,852.0,532.0,0.7651372,918.0,581.0,0.93225676,829.0,581.0,0.96565014,921.0,654.0,0.8765426,822.0,652.0,0.8412241,904.0,714.0,0.76291645,825.0,712.0,0.82064253,898.0,679.0,0.8061402,846.0,677.0,0.8859364,899.0,749.0,0.7476314,825.0,743.0,0.5966777,888.0,816.0,0.90971494,840.0,810.0,0.90671724,4,sit_on_chair
sit_on_chair\59_M160B_1_180.jpg,867.0,537.0,0.8214681,877.0,526.0,0.74292517,859.0,527.0,0.7171769,892.0,530.0,0.9227023,853.0,530.0,0.8795508,919.0,580.0,0.9332231,829.0,580.0,0.95281184,922.0,653.0,0.8851026,822.0,651.0,0.89328885,904.0,713.0,0.80687916,825.0,710.0,0.8650861,897.0,679.0,0.9078549,846.0,677.0,0.89102817,900.0,749.0,0.69098127,825.0,742.0,0.69863486,888.0,817.0,0.90421635,841.0,811.0,0.9158615,4,sit_on_chair
sit_on_chair\59_M160B_1_182.jpg,868.0,535.0,0.7798019,878.0,525.0,0.6661462,860.0,525.0,0.81156325,894.0,528.0,0.69863826,854.0,529.0,0.69888306,920.0,579.0,0.9285917,830.0,579.0,0.96166706,924.0,651.0,0.8774549,823.0,650.0,0.87676543,908.0,711.0,0.84042466,825.0,709.0,0.88880306,898.0,680.0,0.8229207,846.0,678.0,0.899283,902.0,751.0,0.7704112,824.0,738.0,0.724979,888.0,816.0,0.90938586,840.0,811.0,0.9114433,4,sit_on_chair
sit_on_chair\59_M160B_1_183.jpg,868.0,534.0,0.829351,878.0,524.0,0.8116761,861.0,524.0,0.87471277,893.0,528.0,0.91151196,854.0,528.0,0.8930785,920.0,579.0,0.9182238,830.0,579.0,0.9617326,924.0,651.0,0.896704,822.0,650.0,0.8554076,909.0,711.0,0.86016536,824.0,709.0,0.88161874,897.0,680.0,0.83098996,845.0,678.0,0.9037936,901.0,755.0,0.6696664,823.0,743.0,0.63603723,887.0,818.0,0.68761635,840.0,811.0,0.9097656,4,sit_on_chair
